user_id,age,income_monthly,expenses_monthly,goal_type,goal_amount,goal_years,risk_profile,preferred_investments,marital_status,dependents,employment_type,investment_experience,location_tier,time_until_retirement,emergency_fund,current_assets,savings_monthly,can_invest,predicted_sip,allocation_mutual_funds,allocation_gold,allocation_fd
183,25,49701,34842,bike,143560,2,medium,"mutual_funds,gold",single,2,self-employed,beginner,Tier 2,35,48642,2664235.0,14859,True,5981,2990,1196,1795
184,50,80160,33309,wedding,1113089,4,medium,"real_estate,mutual_funds",single,0,business,expert,Tier 3,10,51542,4109175.0,46851,True,23189,11594,4637,6958
185,46,79772,52436,wedding,1105409,5,low,"real_estate,stocks",single,1,salaried,beginner,Tier 3,14,85199,1775690.0,27336,True,18423,5526,5526,7371
186,26,85831,49228,bike,166532,2,high,"fd,real_estate",married,3,self-employed,beginner,Tier 1,34,8020,4216769.0,36603,True,6938,4856,693,1389
187,53,130005,78957,bike,188322,2,medium,"stocks,fd",married,3,business,none,Tier 3,7,35561,3529591.0,51048,True,7846,3923,1569,2354
188,48,114616,81093,education,569458,6,low,"mutual_funds,fd",married,3,business,none,Tier 1,12,72675,4226224.0,33523,True,7909,2372,2372,3165
189,34,179202,86651,wedding,1617850,4,low,"real_estate,gold",married,3,salaried,intermediate,Tier 3,26,27534,3390420.0,92551,True,33705,10111,10111,13483
190,52,62638,25167,wedding,1027007,5,medium,"stocks,gold",married,0,salaried,intermediate,Tier 1,8,41509,,37471,True,17116,8558,3423,5135
191,52,107241,73598,bike,152124,2,medium,"gold,stocks",single,2,salaried,none,Tier 2,8,80713,538972.0,33643,True,6338,3169,1267,1902
192,48,143232,88966,education,463038,4,low,"gold,fd",married,3,self-employed,beginner,Tier 3,12,42311,4013735.0,54266,True,9646,2893,2893,3860
193,56,147079,64338,car,1477833,2,high,"stocks,mutual_funds",married,3,salaried,none,Tier 3,4,18281,373390.0,82741,True,61576,43103,6157,12316
194,49,106357,70599,education,1299701,6,medium,"gold,stocks",single,3,salaried,intermediate,Tier 3,11,88807,188563.0,35758,True,18051,9025,3610,5416
195,48,196264,131466,retirement,12161408,27,low,"real_estate,fd",single,1,salaried,expert,Tier 1,12,28821,3626511.0,64798,True,37535,11260,11260,15015
196,50,167267,110794,wedding,1373698,3,low,"fd,gold",single,3,salaried,expert,Tier 1,10,92046,2795226.0,56473,True,38158,11447,11447,15264
197,54,22813,12094,bike,153106,1,medium,"real_estate,fd",married,1,salaried,intermediate,Tier 1,6,49569,3207473.0,10719,True,10719,5359,2143,3217
198,55,138395,76001,education,1224044,3,medium,"fd,mutual_funds",single,2,self-employed,intermediate,Tier 2,5,73878,1436652.0,62394,True,34001,17000,6800,10201
199,32,38411,26656,wedding,1889517,4,medium,"fd,mutual_funds",single,2,self-employed,beginner,Tier 1,28,27042,3772946.0,11755,True,11755,5877,2351,3527
200,38,190485,86264,bike,157883,1,high,"fd,stocks",single,0,self-employed,beginner,Tier 1,22,44214,4817493.0,104221,True,13156,9209,1315,2632
201,40,178268,132701,bike,198496,2,medium,"fd,stocks",single,3,business,beginner,Tier 2,20,24982,969484.0,45567,True,8270,4135,1654,2481
202,56,41431,29160,retirement,8750283,27,medium,"fd,gold",married,2,salaried,none,Tier 2,4,28019,2427935.0,12271,True,12271,6135,2454,3682
203,48,36563,16999,education,1286420,6,medium,"gold,fd",single,2,self-employed,beginner,Tier 1,12,87970,4487677.0,19564,True,17866,8933,3573,5360
204,28,97879,49229,retirement,7981262,23,high,"real_estate,fd",married,2,self-employed,intermediate,Tier 2,32,16536,129083.0,48650,True,28917,20241,2891,5785
205,41,49531,29492,education,1077147,5,low,"gold,fd",single,1,self-employed,intermediate,Tier 2,19,10109,1854673.0,20039,True,17952,5385,5385,7182
206,45,97503,49592,retirement,11998604,26,low,"fd,stocks",single,3,salaried,beginner,Tier 1,15,31589,4404385.0,47911,True,38457,11537,11537,15383
207,52,121661,61083,bike,124288,2,high,"mutual_funds,real_estate",married,1,self-employed,expert,Tier 3,8,57648,2439383.0,60578,True,5178,3624,517,1037
208,32,179053,118570,education,1388075,3,low,"mutual_funds,real_estate",single,1,self-employed,beginner,Tier 2,28,43559,3440926.0,60483,True,38557,11567,11567,15423
209,37,111347,71914,car,736585,5,low,"fd,real_estate",married,3,self-employed,beginner,Tier 3,23,66681,1293131.0,39433,True,12276,3682,3682,4912
210,54,64153,37656,bike,172360,1,medium,"gold,fd",married,1,business,none,Tier 2,6,93652,1997763.0,26497,True,14363,7181,2872,4310
211,47,65069,33363,wedding,1178758,4,medium,"stocks,gold",single,1,self-employed,intermediate,Tier 1,13,80897,,31706,True,24557,12278,4911,7368
212,55,24078,15280,wedding,1358058,3,high,"mutual_funds,gold",married,2,self-employed,none,Tier 3,5,54786,1493717.0,8798,True,8798,6158,879,1761
213,30,132832,55549,car,433320,3,low,"mutual_funds,fd",single,3,salaried,none,Tier 2,30,31289,1358507.0,77283,True,12036,3610,3610,4816
214,41,159701,98102,retirement,3100734,16,medium,"mutual_funds,real_estate",single,2,self-employed,intermediate,Tier 3,19,51163,1197087.0,61599,True,16149,8074,3229,4846
215,25,26653,18285,retirement,15681730,18,low,"mutual_funds,gold",single,3,business,expert,Tier 1,35,41877,982817.0,8368,True,8368,2510,2510,3348
216,33,156398,98155,wedding,1681208,3,low,"real_estate,mutual_funds",single,2,self-employed,expert,Tier 3,27,31745,3882978.0,58243,True,46700,14010,14010,18680
217,57,85316,39564,retirement,5731638,28,medium,"stocks,mutual_funds",married,3,salaried,intermediate,Tier 1,3,25049,1990369.0,45752,True,17058,8529,3411,5118
218,40,15661,8085,car,1189352,4,medium,"real_estate,mutual_funds",single,2,salaried,none,Tier 1,20,65315,1440281.0,7576,True,7576,3788,1515,2273
219,56,191572,81469,education,816998,6,low,"real_estate,mutual_funds",single,0,business,intermediate,Tier 2,4,77541,2655214.0,110103,True,11347,3404,3404,4539
220,45,89131,55267,car,1026045,5,low,"real_estate,gold",married,3,self-employed,beginner,Tier 3,15,44063,1474945.0,33864,True,17100,5130,5130,6840
221,53,87099,35735,education,331585,6,medium,"mutual_funds,stocks",single,3,business,beginner,Tier 1,7,48585,339102.0,51364,True,4605,2302,921,1382
222,55,139677,87892,education,579922,4,high,"mutual_funds,gold",married,1,salaried,intermediate,Tier 2,5,91652,4493778.0,51785,True,12081,8456,1208,2417
223,39,141503,98004,education,1244994,4,low,"real_estate,stocks",single,3,business,expert,Tier 1,21,31723,3612223.0,43499,True,25937,7781,7781,10375
224,51,157633,76158,wedding,1374829,4,low,"real_estate,gold",married,2,self-employed,expert,Tier 3,9,31916,3784340.0,81475,True,28642,8592,8592,11458
225,59,140932,77936,wedding,1468181,3,medium,"real_estate,mutual_funds",single,2,self-employed,expert,Tier 1,1,75135,2248611.0,62996,True,40782,20391,8156,12235
226,23,60893,38255,bike,121272,1,medium,"fd,mutual_funds",married,3,self-employed,beginner,Tier 1,37,72649,2473970.0,22638,True,10106,5053,2021,3032
227,58,159832,107201,education,361367,6,medium,"gold,real_estate",married,0,business,expert,Tier 2,2,57233,2704837.0,52631,True,5018,2509,1003,1506
228,35,91367,53168,bike,180585,2,high,"gold,real_estate",married,1,salaried,intermediate,Tier 1,25,24816,973780.0,38199,True,7524,5266,752,1506
229,41,94530,69196,wedding,871000,4,high,"gold,fd",single,3,salaried,expert,Tier 2,19,90112,348090.0,25334,True,18145,12701,1814,3630
230,58,197958,125175,education,392324,3,medium,"real_estate,fd",single,0,salaried,beginner,Tier 1,2,14847,4270459.0,72783,True,10897,5448,2179,3270
231,49,98310,69199,car,843324,5,high,"gold,stocks",single,1,self-employed,expert,Tier 2,11,86537,2893940.0,29111,True,14055,9838,1405,2812
232,41,15281,6322,education,470102,5,medium,"fd,real_estate",single,1,self-employed,intermediate,Tier 3,19,81260,1258052.0,8959,True,7835,3917,1567,2351
233,26,175928,101604,education,596141,6,low,"stocks,real_estate",married,1,self-employed,beginner,Tier 1,34,46235,1347076.0,74324,True,8279,2483,2483,3313
234,45,141945,72831,retirement,6138744,16,medium,"gold,real_estate",single,2,self-employed,none,Tier 1,15,61503,1105146.0,69114,True,31972,15986,6394,9592
235,44,94141,42257,car,1209343,3,medium,"fd,real_estate",married,0,self-employed,beginner,Tier 2,16,83131,1624833.0,51884,True,33592,16796,6718,10078
236,29,25225,11752,bike,165823,2,medium,"stocks,fd",married,0,salaried,beginner,Tier 2,31,53320,1014918.0,13473,True,6909,3454,1381,2074
237,47,140354,89705,education,748625,4,low,"fd,real_estate",single,0,self-employed,none,Tier 2,13,29089,1326647.0,50649,True,15596,4678,4678,6240
238,33,65138,47279,retirement,11704813,13,low,"mutual_funds,fd",married,0,business,intermediate,Tier 3,27,36890,2980639.0,17859,True,17859,5357,5357,7145
239,35,34508,21858,wedding,658056,4,high,"stocks,real_estate",single,1,business,beginner,Tier 2,25,41059,4707089.0,12650,True,12650,8855,1265,2530
240,27,20704,14560,wedding,1242488,3,high,"stocks,mutual_funds",single,0,business,expert,Tier 2,33,90150,771384.0,6144,True,6144,4300,614,1230
241,32,171995,107957,education,532549,4,medium,"gold,mutual_funds",married,3,salaried,intermediate,Tier 1,28,96749,2937698.0,64038,True,11094,5547,2218,3329
242,27,51321,34220,education,456498,3,medium,"stocks,fd",single,2,self-employed,beginner,Tier 1,33,8712,4638887.0,17101,True,12680,6340,2536,3804
243,28,106736,54961,wedding,1899872,4,low,"gold,fd",married,2,salaried,intermediate,Tier 1,32,14108,3410160.0,51775,True,39580,11874,11874,15832
244,53,108680,60376,wedding,579973,4,medium,"gold,fd",married,2,salaried,intermediate,Tier 3,7,81743,1098173.0,48304,True,12082,6041,2416,3625
245,35,40537,22790,education,525049,6,high,"real_estate,fd",married,3,self-employed,intermediate,Tier 2,25,97059,1129924.0,17747,True,7292,5104,729,1459
246,50,16177,7087,wedding,783780,4,medium,"stocks,gold",single,3,self-employed,none,Tier 2,10,16556,1765499.0,9090,True,9090,4545,1818,2727
247,57,88770,59272,wedding,1761357,4,high,"gold,stocks",married,3,self-employed,expert,Tier 2,3,83714,2860860.0,29498,True,29498,20648,2949,5901
248,42,179246,98729,education,1287471,5,high,"fd,real_estate",married,0,self-employed,expert,Tier 1,18,92163,1751667.0,80517,True,21457,15019,2145,4293
249,32,51914,21860,bike,106413,1,medium,"mutual_funds,gold",single,3,salaried,none,Tier 1,28,12151,798013.0,30054,True,8867,4433,1773,2661
250,48,188724,128532,bike,181999,2,high,"mutual_funds,gold",single,3,self-employed,none,Tier 3,12,69157,4944640.0,60192,True,7583,5308,758,1517
251,34,169243,116457,wedding,586365,5,low,"real_estate,fd",single,2,business,intermediate,Tier 2,26,49139,4142966.0,52786,True,9772,2931,2931,3910
252,34,78646,50975,car,1129532,3,low,"mutual_funds,real_estate",married,3,self-employed,expert,Tier 3,26,29611,,27671,True,27671,8301,8301,11069
253,25,27149,18518,retirement,17394752,21,medium,"mutual_funds,gold",married,3,business,expert,Tier 2,35,47668,1505465.0,8631,True,8631,4315,1726,2590
254,34,169741,98502,education,1489083,3,medium,"real_estate,gold",married,1,salaried,expert,Tier 1,26,42384,571998.0,71239,True,41363,20681,8272,12410
255,31,142959,77749,bike,135388,2,medium,"real_estate,stocks",single,3,salaried,none,Tier 2,29,76831,2379753.0,65210,True,5641,2820,1128,1693
256,48,49084,24822,education,405111,5,medium,"fd,stocks",married,3,salaried,intermediate,Tier 1,12,12227,4071080.0,24262,True,6751,3375,1350,2026
257,39,96571,43688,bike,187556,1,high,"mutual_funds,real_estate",single,0,self-employed,none,Tier 2,21,22633,1062384.0,52883,True,15629,10940,1562,3127
258,42,64104,29645,education,1416964,5,medium,"real_estate,fd",single,2,self-employed,intermediate,Tier 3,18,38755,4808982.0,34459,True,23616,11808,4723,7085
259,53,106658,51321,car,1171148,2,medium,"mutual_funds,fd",single,0,self-employed,none,Tier 2,7,12421,4986600.0,55337,True,48797,24398,9759,14640
260,23,32727,14653,wedding,1875828,4,medium,"fd,real_estate",single,2,business,intermediate,Tier 2,37,37117,2104780.0,18074,True,18074,9037,3614,5423
261,32,124847,55549,bike,98467,2,medium,"gold,mutual_funds",married,1,salaried,beginner,Tier 3,28,81329,3155958.0,69298,True,4102,2051,820,1231
262,57,126335,79066,car,604451,4,low,"real_estate,stocks",single,0,business,none,Tier 1,3,36367,,47269,True,12592,3777,3777,5038
263,27,83008,51133,car,516492,2,medium,"gold,mutual_funds",married,3,salaried,expert,Tier 2,33,74249,4127716.0,31875,True,21520,10760,4304,6456
264,29,71549,43464,car,1443445,5,medium,"real_estate,mutual_funds",married,0,business,beginner,Tier 2,31,50113,4218962.0,28085,True,24057,12028,4811,7218
265,43,151321,113180,education,1236705,4,medium,"stocks,gold",single,0,business,beginner,Tier 2,17,14686,1604205.0,38141,True,25764,12882,5152,7730
266,29,146733,87570,bike,102828,1,low,"mutual_funds,real_estate",married,2,business,none,Tier 2,31,73910,2438278.0,59163,True,8569,2570,2570,3429
267,37,103733,57844,bike,128619,1,high,"fd,stocks",married,3,business,intermediate,Tier 3,23,25103,2318115.0,45889,True,10718,7502,1071,2145
268,24,96437,46494,education,486994,6,high,"stocks,mutual_funds",married,1,salaried,none,Tier 3,36,96652,3709731.0,49943,True,6763,4734,676,1353
269,22,113452,49070,education,1207669,4,low,"fd,gold",single,3,salaried,intermediate,Tier 3,38,96878,3315696.0,64382,True,25159,7547,7547,10065
270,37,25699,17313,bike,79169,1,medium,"mutual_funds,real_estate",single,1,salaried,beginner,Tier 1,23,21163,1742128.0,8386,True,6597,3298,1319,1980
271,44,139481,74387,education,859873,5,medium,"stocks,mutual_funds",married,0,business,intermediate,Tier 2,16,89416,3644058.0,65094,True,14331,7165,2866,4300
272,24,53067,26421,education,318073,6,low,"gold,fd",married,1,self-employed,expert,Tier 2,36,95373,4859109.0,26646,True,4417,1325,1325,1767
273,36,150509,90049,car,461929,5,low,"fd,real_estate",single,2,business,expert,Tier 3,24,17329,2928117.0,60460,True,7698,2309,2309,3080
274,39,102468,54637,retirement,15774615,19,medium,"stocks,gold",married,1,self-employed,expert,Tier 2,21,78165,2854802.0,47831,True,47831,23915,9566,14350
275,37,46750,23685,education,1426798,3,medium,"stocks,gold",single,2,self-employed,beginner,Tier 2,23,11721,4165362.0,23065,True,23065,11532,4613,6920
276,39,119211,71593,wedding,987689,3,medium,"real_estate,fd",single,1,self-employed,intermediate,Tier 2,21,79520,3652684.0,47618,True,27435,13717,5487,8231
277,54,133947,82006,wedding,662624,4,low,"mutual_funds,gold",single,3,salaried,none,Tier 3,6,42685,4390092.0,51941,True,13804,4141,4141,5522
278,24,181370,97854,bike,110200,1,medium,"real_estate,stocks",married,0,salaried,beginner,Tier 3,36,22347,1770856.0,83516,True,9183,4591,1836,2756
279,36,192731,82486,retirement,17113803,22,medium,"real_estate,stocks",married,2,business,beginner,Tier 2,24,38613,4796771.0,110245,True,64825,32412,12965,19448
280,39,198260,86636,bike,138213,2,medium,"fd,real_estate",single,0,salaried,beginner,Tier 2,21,82866,1971277.0,111624,True,5758,2879,1151,1728
281,23,54922,32818,retirement,6512664,11,medium,"stocks,fd",single,1,business,expert,Tier 3,37,54841,4945996.0,22104,True,22104,11052,4420,6632
282,52,134863,67980,bike,104936,1,high,"real_estate,stocks",single,0,business,expert,Tier 3,8,75984,2372621.0,66883,True,8744,6120,874,1750
283,28,112359,72141,retirement,6711584,13,medium,"gold,mutual_funds",married,3,business,beginner,Tier 1,32,59823,1010612.0,40218,True,40218,20109,8043,12066
284,50,113723,66467,bike,117009,1,medium,"gold,mutual_funds",single,0,salaried,beginner,Tier 3,10,37371,2204174.0,47256,True,9750,4875,1950,2925
285,56,111774,65267,wedding,1314037,4,high,"mutual_funds,stocks",single,2,salaried,expert,Tier 1,4,14956,1596236.0,46507,True,27375,19162,2737,5476
286,43,84252,34026,education,894305,4,low,"mutual_funds,fd",married,2,business,intermediate,Tier 3,17,11548,254366.0,50226,True,18631,5589,5589,7453
287,42,169249,108038,retirement,12426807,16,medium,"fd,gold",single,0,salaried,expert,Tier 3,18,65428,1776676.0,61211,True,61211,30605,12242,18364
288,47,128132,95017,retirement,12091044,22,low,"real_estate,mutual_funds",single,3,salaried,beginner,Tier 3,13,5163,1402144.0,33115,True,33115,9934,9934,13247
289,56,199816,118248,wedding,1684446,3,low,"stocks,gold",single,3,self-employed,beginner,Tier 2,4,34300,,81568,True,46790,14037,14037,18716
290,25,171193,87930,education,525019,4,medium,"real_estate,stocks",single,3,self-employed,intermediate,Tier 2,35,77930,3865144.0,83263,True,10937,5468,2187,3282
291,50,41035,28759,bike,177360,1,medium,"fd,mutual_funds",married,3,self-employed,beginner,Tier 1,10,37784,,12276,True,12276,6138,2455,3683
292,30,105536,67632,wedding,942939,3,high,"mutual_funds,real_estate",single,0,business,beginner,Tier 2,30,94097,2761793.0,37904,True,26192,18334,2619,5239
293,42,142734,90032,bike,111399,1,medium,"fd,stocks",single,2,salaried,intermediate,Tier 3,18,78616,1105675.0,52702,True,9283,4641,1856,2786
294,44,171503,121571,retirement,16137311,21,medium,"gold,fd",married,0,self-employed,expert,Tier 3,16,27614,2370484.0,49932,True,49932,24966,9986,14980
295,29,75920,50196,wedding,1978016,3,medium,"real_estate,fd",married,2,salaried,none,Tier 3,31,94570,1723879.0,25724,True,25724,12862,5144,7718
296,38,98588,56984,retirement,10253817,23,medium,"gold,mutual_funds",single,3,business,expert,Tier 2,22,14866,,41604,True,37151,18575,7430,11146
297,36,140426,65272,wedding,1707786,4,medium,"fd,gold",married,0,self-employed,beginner,Tier 3,24,81295,2063321.0,75154,True,35578,17789,7115,10674
298,59,174342,74750,education,671931,3,high,"mutual_funds,stocks",single,2,self-employed,none,Tier 3,1,66063,4689681.0,99592,True,18664,13064,1866,3734
299,36,197051,121236,car,1343693,2,medium,"gold,stocks",single,0,business,beginner,Tier 3,24,83040,4367561.0,75815,True,55987,27993,11197,16797
300,31,49964,22175,retirement,17636519,11,high,"gold,stocks",single,1,business,beginner,Tier 2,29,44071,162990.0,27789,True,27789,19452,2778,5559
301,37,24503,15088,education,1013226,4,medium,"stocks,real_estate",married,2,self-employed,none,Tier 3,23,63279,3809505.0,9415,True,9415,4707,1883,2825
302,30,168240,89435,retirement,16816653,27,medium,"real_estate,stocks",single,1,self-employed,intermediate,Tier 3,30,82811,2018541.0,78805,True,51903,25951,10380,15572
303,41,192876,122783,wedding,1385421,3,low,"gold,stocks",married,3,business,none,Tier 3,19,66332,3273522.0,70093,True,38483,11544,11544,15395
304,53,135029,94720,retirement,14872752,21,medium,"stocks,gold",single,0,business,intermediate,Tier 1,7,48950,1286497.0,40309,True,40309,20154,8061,12094
305,42,174116,83118,education,1166183,4,medium,"real_estate,fd",married,3,business,expert,Tier 1,18,60533,4589014.0,90998,True,24295,12147,4859,7289
